cik,name,entityType,sic,sicDescription,ownerOrg,insiderTransactionForOwnerExists,insiderTransactionForIssuerExists,tickers,exchanges,ein,description,website,investorWebsite,category,fiscalYearEnd,stateOfIncorporation,stateOfIncorporationDescription,phone,flags,mailing_street1,mailing_street2,mailing_city,mailing_stateOrCountry,mailing_zipCode,mailing_stateOrCountryDescription,business_street1,business_street2,business_city,business_stateOrCountry,business_zipCode,business_stateOrCountryDescription,naics
845819,"KonaTel, Inc.",operating,4899.0,"Communications Services, NEC",06 Technology,0,1,KTEL,OTC,800973608.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,,,(214) 323-8410,,"500 N. CENTRAL EXPRESSWAY, SUITE 202",,PLANO,TX,75074,TX,"500 N. CENTRAL EXPRESSWAY, SUITE 202",,PLANO,TX,75074,TX,"{517312, 517410, 485310, 812990, 517919}"
1931717,CCSC Technology International Holdings Ltd,other,3640.0,Electric Lighting & Wiring Equipment,04 Manufacturing,0,0,CCTG,Nasdaq,0.0,,,,Non-accelerated filer<br>Emerging growth company,331.0,E9,Cayman Islands,00852-26870272,,"1301-03, 13/F SHATIN GALLERIA,","18-24 SHAN MEI ST FOTAN, SHATIN",HONG KONG,K3,999077,Hong Kong,"1301-03, 13/F SHATIN GALLERIA,","18-24 SHAN MEI ST FOTAN, SHATIN",HONG KONG,K3,999077,Hong Kong,"{335121, 335122}"
1874074,MultiMetaVerse Holdings Ltd,other,7372.0,Services-Prepackaged Software,06 Technology,0,0,"MMV,MMVWW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,,,,86-21-61853907,,"BUILDING D3, 718 LINGSHI ROAD",JING'AN DISTRICT,SHANGHAI,F4,200072,China,"BUILDING D3, 718 LINGSHI ROAD",JING'AN DISTRICT,SHANGHAI,F4,200072,China,"{511210, 334614}"
1565228,"Vislink Technologies, Inc.",operating,3669.0,"Communications Equipment, NEC",04 Manufacturing,0,1,VISL,Nasdaq,205856795.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,941 953 9035,,350 CLARK DRIVE,SUITE 125,MT. OLIVE,NJ,07828,NJ,350 CLARK DRIVE,SUITE 125,MT. OLIVE,NJ,07828,NJ,{334290}
1935172,Xiao-I Corp,other,7372.0,Services-Prepackaged Software,06 Technology,0,0,AIXI,Nasdaq,0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,E9,Cayman Islands,(86) 021-39512112,,"7TH FLOOR, BUILDING 398",NO. 1555 WEST JINSHAJIANG RD.,SHANGHAI,F4,201803,China,"7TH FLOOR, BUILDING 398",NO. 1555 WEST JINSHAJIANG RD.,SHANGHAI,F4,201803,China,"{511210, 334614}"
1962845,"PIXIE DUST TECHNOLOGIES, INC.",other,3845.0,Electromedical & Electrotherapeutic Apparatus,08 Industrial Applications and Services,0,0,PXDT,Nasdaq,0.0,,,,Non-accelerated filer<br>Emerging growth company,430.0,M0,Japan,81(0)3-6910-3040,,"2-2-1 YAESU, CHUO-KU",,TOKYO,M0,104-0028,Japan,"2-2-1 YAESU, CHUO-KU",,TOKYO,M0,104-0028,Japan,"{334517, 334510}"
1396536,"DUOS TECHNOLOGIES GROUP, INC.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,DUOT,Nasdaq,650493217.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,FL,FL,904-296-2807,,7660 CENTURION PARKWAY,SUITE 100,JACKSONVILLE,FL,32256,FL,7660 CENTURION PARKWAY,SUITE 100,JACKSONVILLE,FL,32256,FL,"{511210, 334614}"
1843714,Zapata Computing Holdings Inc.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"ZPTA,ZPTAW","Nasdaq,Nasdaq",981578373.0,,,,<br>Emerging growth company,1231.0,DE,DE,(844) 492-7282,,"100 FEDERAL STREET, FLOOR 20",,BOSTON,MA,02110,MA,"100 FEDERAL STREET, FLOOR 20",,BOSTON,MA,02110,MA,"{511210, 334614}"
50292,IEH Corp,operating,3678.0,Electronic Connectors,04 Manufacturing,0,1,IEHC,OTC,135549345.0,,,,Non-accelerated filer<br>Smaller reporting company,331.0,NY,NY,7184924440,,140 58TH STREET BUILDING B SUITE 8E,,BROOKLYN,NY,11220,NY,140 58TH ST BLDG B UNIT 8E,,BROOKLYN,NY,11220,NY,"{334418, 334419, 334515, 334310, 334220}"
1110607,"Koil Energy Solutions, Inc.",operating,3533.0,Oil & Gas Field Machinery & Equipment,06 Technology,0,1,KLNG,OTC,752263732.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,(281) 517-5000,,1310 RANKIN ROAD,,HOUSTON,TX,77073,TX,1310 RANKIN ROAD,,HOUSTON,TX,77073,TX,{333132}
1647822,"Jingbo Technology, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,0,SVMB,OTC,473240707.0,,,,Non-accelerated filer<br>Smaller reporting company,228.0,NV,NV,571-8719-7085,,"BUILDING B8, CHINA ZHIGU, YINHU STREET",FUYANG DISTRICT,"HANGZHOU, ZHEJIANG",F4,310000,China,"BUILDING B8, CHINA ZHIGU, YINHU STREET",FUYANG DISTRICT,"HANGZHOU, ZHEJIANG",F4,310000,China,"{511210, 334614}"
1935092,"Cyber Enviro-Tech, Inc.",operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,0,CETI,OTC,863601702.0,,,,<br>Emerging growth company,1231.0,WY,WY,8018308288,,226 N. COTTONWOOD DR.,,GILBERT,AZ,85234,AZ,226 N. COTTONWOOD DR.,,GILBERT,AZ,85234,AZ,"{333618, 333318, 333992, 335129, 335999}"
1549084,"EKSO BIONICS HOLDINGS, INC.",operating,3569.0,"General Industrial Machinery & Equipment, NEC",06 Technology,0,1,EKSO,Nasdaq,0.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,510-984-1761,,101 GLACIER POINT,SUITE A,SAN RAFAEL,CA,94901,CA,101 GLACIER POINT,SUITE A,SAN RAFAEL,CA,94901,CA,"{333999, 333414, 314999}"
1005516,BOS BETTER ONLINE SOLUTIONS LTD,other,3576.0,Computer Communications Equipment,06 Technology,1,0,BOSC,Nasdaq,0.0,,,,Non-accelerated filer,1231.0,L3,Israel,011-972-3-954-1000,,20 FREIMAN STREET,,RISHON LEZION,L3,75100,Israel,20 FREIMAN STREET,,RISHON LEZION,L3,75100,Israel,"{334112, 333316, 334118, 333318, 334111}"
19871,CHICAGO RIVET & MACHINE CO,operating,3540.0,Metalworkg Machinery & Equipment,06 Technology,0,1,CVR,NYSE,360904920.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,IL,IL,6303578500,,901 FRONTENAC RD,P O BOX 3061,NAPERVILLE,IL,60566,IL,901 FRONTENAC RD,P O BOX 3061,NAPERVILLE,IL,60566,IL,{333519}
1388295,OneMeta Inc.,operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,ONEI,OTC,205150818.0,,,,<br>Emerging growth company,1231.0,NV,NV,949-642-7816,,1 HAMPSHIRE COURT,,"NEWPORT BEACH,",CA,92660,CA,1 HAMPSHIRE COURT,,"NEWPORT BEACH,",CA,92660,CA,{518210}
1716338,Pintec Technology Holdings Ltd,other,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,0,PT,Nasdaq,0.0,,,,Non-accelerated filer,1231.0,E9,Cayman Islands,86 1085643600,,"3RD FLOOR, NO.11 BUILDING","NO.109 YARD TIANJIZHIGU, JINGHAI 3RD ST","BDA, BEIJING",F4,100000,China,"3RD FLOOR, NO.11 BUILDING","NO.109 YARD TIANJIZHIGU, JINGHAI 3RD ST","BDA, BEIJING",F4,100000,China,"{518210, 541511}"
1162461,CUTERA INC,operating,3845.0,Electromedical & Electrotherapeutic Apparatus,08 Industrial Applications and Services,0,1,CUTR,Nasdaq,770492262.0,,,,Accelerated filer,1231.0,DE,DE,94005,,3240 BAYSHORE BOULEVARD,,BRISBANE,CA,94005,CA,3240 BAYSHORE BOULEVARD,,BRISBANE,CA,94005,CA,"{334517, 334510}"
1854445,"Glimpse Group, Inc.",operating,7371.0,Services-Computer Programming Services,06 Technology,0,1,VRAR,Nasdaq,812958271.0,,,,<br>Emerging growth company,630.0,NV,NV,917-292-2685,,"15 WEST 38TH ST, 12TH FLOOR",,NEW YORK,NY,10018,NY,"15 WEST 38TH ST, 12TH FLOOR",,NEW YORK,NY,10018,NY,{541511}
1716583,Hyzon Motors Inc.,operating,3620.0,Electrical Industrial Apparatus,04 Manufacturing,1,1,"HYZN,HYZNW","Nasdaq,Nasdaq",822726724.0,,,,<br>Emerging growth company,1231.0,,,585-484-9337,,599 SOUTH SCHMIDT ROAD,,BOLINGBROOK,IL,60440,IL,599 SOUTH SCHMIDT ROAD,,BOLINGBROOK,IL,60440,IL,{335999}
1981462,LeddarTech Holdings Inc.,other,7372.0,Services-Prepackaged Software,06 Technology,0,0,"LDTC,LDTCW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,930.0,,,312-609-7557,,"4535, BOUL. WILFRID-HAMEL, SUITE 240",,QUEBEC CITY,Z4,G1P2J7,Canada (Federal Level),"4535, BOUL. WILFRID-HAMEL, SUITE 240",,QUEBEC CITY,Z4,G1P2J7,Canada (Federal Level),"{511210, 334614}"
1038277,INTERNATIONAL ISOTOPES INC,operating,3823.0,"Industrial Instruments For Measurement, Display, and Control",08 Industrial Applications and Services,0,1,INIS,OTC,742763837.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,TX,TX,2085245300,,4137 COMMERCE CIRCLE,,IDAHO FALLS,ID,83401,ID,4137 COMMERCE CIRCLE,,IDAHO FALLS,ID,83401,ID,{334513}
1265521,Trustfeed Corp.,operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,TRFE,OTC,861006313.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,800-490-7454,,140 BROADWAY,46TH FLOOR,NEW YORK,NY,10005,NY,140 BROADWAY,46TH FLOOR,NEW YORK,NY,10005,NY,{518210}
1061164,PEREGRINE INDUSTRIES INC,operating,3569.0,"General Industrial Machinery & Equipment, NEC",06 Technology,0,1,PGID,OTC,650611007.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,731.0,FL,FL,2124007198,,40 WALL STREET,28TH FLOOR,NEW YORK,NY,10005,NY,40 WALL STREET,28TH FLOOR,NEW YORK,NY,10005,NY,"{333999, 333414, 314999}"
1178697,SONIM TECHNOLOGIES INC,operating,3661.0,Telephone & Telegraph Apparatus,04 Manufacturing,0,1,SONM,Nasdaq,943336783.0,,,,<br>Emerging growth company,1231.0,DE,DE,650-378-8100,,4445 EASTGATE MALL,SUITE 200,SAN DIEGO,CA,92121,CA,4445 EASTGATE MALL,SUITE 200,SAN DIEGO,CA,92121,CA,"{334210, 334418}"
1872964,Maris Tech Ltd.,other,3669.0,"Communications Equipment, NEC",04 Manufacturing,0,0,"MTEK,MTEKW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,L3,Israel,0097236093609,,2 YITZHAK MODAI STREET,,REHOVOT,L3,7608804,Israel,2 YITZHAK MODAI STREET,,REHOVOT,L3,7608804,Israel,{334290}
840715,CLEARONE INC,operating,3661.0,Telephone & Telegraph Apparatus,04 Manufacturing,0,1,CLRO,Nasdaq,870398877.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,8019757200,,5225 WILEY POST WAY,SUITE 500,SALT LAKE CITY,UT,84116,UT,5225 WILEY POST WAY,SUITE 500,SALT LAKE CITY,UT,84116,UT,"{334210, 334418}"
1963439,"Turbo Energy, S.A.",other,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,0,TURB,Nasdaq,0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,U3,Spain,34 960 450 026,,"STREET ISABEL LA CATOLICA, 8, DOOR 51",,VALENCIA,U3,46004,Spain,"STREET ISABEL LA CATOLICA, 8, DOOR 51",,VALENCIA,U3,46004,Spain,"{333618, 333318, 333992, 335129, 335999}"
1105101,GIGAMEDIA Ltd,other,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,GIGM,Nasdaq,0.0,,,,Non-accelerated filer,,,,02886226568000,,"8F, NO. 22, LANE 407",SECTION 2 TIDING BLVD.,TAIPEI,F5,00000,"Taiwan, Province of China","8F, NO. 22, LANE 407",SECTION 2 TIDING BLVD.,TAIPEI,F5,00000,"Taiwan, Province of China","{518210, 541511}"
1892322,"HeartCore Enterprises, Inc.",operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,HTCR,Nasdaq,870913420.0,,,,<br>Emerging growth company,1231.0,DE,DE,650-695-2583,,848 JORDAN AVE. APT G,,LOS ALTOS,CA,94022,CA,"1-2-33, HIGASHIGOTANDA,",SHINAGAWA-KU,TOKYO,M0,1410022,Japan,{518210}
1307579,LIQTECH INTERNATIONAL INC,operating,3590.0,Misc Industrial & Commercial Machinery & Equipment,06 Technology,0,1,LIQT,Nasdaq,201431677.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,01145 2390 4545,,INDUSTRIPARKEN 22C,,BALLERUP,G7,DK-2750,Denmark,INDUSTRIPARKEN 22C,,BALLERUP,G7,DK-2750,Denmark,"{332710, 336390, 333318, 332999, 332813, 333999}"
1816723,Graphex Group Ltd,other,3620.0,Electrical Industrial Apparatus,04 Manufacturing,0,0,GRFX,NYSE,0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,E9,Cayman Islands,(852)25599438,,"11/F., COFCO TOWER, 262 GLOUCESTER ROAD,",CAUSEWAY BAY,HONG KONG,K3,00000,Hong Kong,"11/F., COFCO TOWER, 262 GLOUCESTER ROAD,",CAUSEWAY BAY,HONG KONG,K3,00000,Hong Kong,{335999}
707388,"STAR EQUITY HOLDINGS, INC.",operating,3845.0,Electromedical & Electrotherapeutic Apparatus,08 Industrial Applications and Services,1,1,"STRR,STRRP","Nasdaq,Nasdaq",330145723.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,203-489-9501,,53 FOREST AVE,SUITE 101,OLD GREENWICH,CT,06870,CT,53 FOREST AVENUE,SUITE 101,OLD GREENWICH,CT,06870,CT,"{334517, 334510}"
1603652,Urgent.ly Inc.,operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,ULY,Nasdaq,462848640.0,,,,<br>Emerging growth company,1231.0,DE,DE,571-350-3600,,"8609 WESTWOOD CENTER DRIVE, SUITE 810",,VIENNA,VA,22182,VA,"8609 WESTWOOD CENTER DRIVE, SUITE 810",,VIENNA,VA,22182,VA,{518210}
351789,ELECTRO SENSORS INC,operating,3823.0,"Industrial Instruments For Measurement, Display, and Control",08 Industrial Applications and Services,0,1,ELSE,Nasdaq,410943459.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,MN,MN,9529300100,,6111 BLUE CIRCLE DR,,MINNETONKA,MN,55343,MN,6111 BLUE CIRCLE DR,,MINNETONKA,MN,55343-9108,MN,{334513}
944480,GSE SYSTEMS INC,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,GVP,Nasdaq,521868008.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,4109707874,,"6940 COLUMBIA GATEWAY DRIVE, SUITE 470",,COLUMBIA,MD,21046-3308,MD,"6940 COLUMBIA GATEWAY DRIVE, SUITE 470",,COLUMBIA,MD,21046-3308,MD,"{511210, 334614}"
1383088,CYTTA CORP.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,CYCA,OTC,980505761.0,,,,Non-accelerated filer<br>Smaller reporting company,930.0,NV,NV,855-511-4426,,5450 W SAHARA AVE.,SUITE 300A,LAS VEGAS,NV,89146,NV,5450 W SAHARA AVE.,SUITE 300A,LAS VEGAS,NV,89146,NV,"{511210, 334614}"
1819794,Fusion Fuel Green PLC,other,3620.0,Electrical Industrial Apparatus,04 Manufacturing,0,0,"HTOO,HTOOW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer,1231.0,L2,Ireland,351 21 581 8802,,10 EARLSFORT TERRACE,DUBLIN 2,DUBLIN,L2,D02 T380,Ireland,10 EARLSFORT TERRACE,DUBLIN 2,DUBLIN,L2,D02 T380,Ireland,{335999}
1590418,FOCUS UNIVERSAL INC.,operating,3823.0,"Industrial Instruments For Measurement, Display, and Control",08 Industrial Applications and Services,0,1,FCUV,Nasdaq,463355876.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,917-830-6517,,2311 EAST LOCUST STREET,,ONTARIO,CA,91761,CA,2311 EAST LOCUST STREET,,ONTARIO,CA,91761,CA,{334513}
1691221,Foresight Autonomous Holdings Ltd.,other,7372.0,Services-Prepackaged Software,06 Technology,0,0,FRSX,Nasdaq,0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,L3,Israel,972779709031,,"7 GOLDA MEIR ST.,",,NESS ZIONA,L3,7403650,Israel,"7 GOLDA MEIR ST.,",,NESS ZIONA,L3,7403650,Israel,"{511210, 334614}"
1487839,Luokung Technology Corp.,other,7371.0,Services-Computer Programming Services,06 Technology,0,0,LKCO,Nasdaq,0.0,,,,Non-accelerated filer,1231.0,D8,"Virgin Islands, British",(86) 29-88266368,,"LAB 32, SOHO 3Q, NO 9, GUANGHUA ROAD",CHAOYANG DISTRICT,BEIJING,F4,100020,China,"LAB 32, SOHO 3Q, NO 9, GUANGHUA ROAD",CHAOYANG DISTRICT,BEIJING,F4,100020,China,{541511}
1509223,"Moatable, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,1,1,MTBLY,OTC,0.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,,,833-258-7482,,45 WEST BUCHANAN STREET,,PHOENIX,AZ,85003,AZ,45 WEST BUCHANAN STREET,,PHOENIX,AZ,85003,AZ,"{511210, 334614}"
1104038,"VerifyMe, Inc.",operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,1,"VRME,VRMEW","Nasdaq,Nasdaq",233023677.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,585-736-9400,,801 INTERNATIONAL PARKWAY,FIFTH FLOOR,LAKE MARY,FL,32746,FL,801 INTERNATIONAL PARKWAY,FIFTH FLOOR,LAKE MARY,FL,32746,FL,{541512}
1563298,Energy & Water Development Corp,operating,3585.0,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,06 Technology,0,1,EAWD,OTC,300781375.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231.0,FL,FL,305-517-7330,,7901 4TH ST. N,SUITE 4174,ST. PETERSBURG,FL,33702,FL,7901 4TH ST. N,SUITE 4174,ST. PETERSBURG,FL,33702,FL,{333415}
1911545,"Hanryu Holdings, Inc.",operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,0,HRYU,Nasdaq,0.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231.0,X1,X1,82-2-564-8588,,"160, YEOUISEO-RO",YEONGDEUNGPO-GU,SEOUL,M5,07231,"Korea, Republic of","160, YEOUISEO-RO",YEONGDEUNGPO-GU,SEOUL,M5,07231,"Korea, Republic of","{518210, 541511}"
1144546,"HFactor, Inc.",operating,4813.0,Telephone Communications (No Radiotelephone),06 Technology,0,1,HWTR,OTC,582634747.0,,,,<br>Emerging growth company,1231.0,GA,GA,516.647.5171,,"244 MADISON AVE, #1249",,NEW YORK,NY,10016,NY,"244 MADISON AVE, #1249",,NEW YORK,NY,10016,NY,"{517911, 517311}"
1930419,ALR Technologies SG Ltd.,other,3669.0,"Communications Equipment, NEC",04 Manufacturing,0,0,ALRTF,OTC,0.0,,,,Non-accelerated filer,,,,6531292924,,9 RAFFLES PLACE,#26-01 REPUBLIC PLAZA,SINGAPORE,U0,048619,Singapore,9 RAFFLES PLACE,#26-01 REPUBLIC PLAZA,SINGAPORE,U0,048619,Singapore,{334290}
1606698,"ALPINE 4 HOLDINGS, INC.",operating,3669.0,"Communications Equipment, NEC",04 Manufacturing,0,1,ALPP,Nasdaq,465482689.0,,,,<br>Emerging growth company,1231.0,DE,DE,480-702-2431,,2525 EAST ARIZONA BILTMORE CIRCLE,SUITE 237,PHOENIX,AZ,85016,AZ,2525 EAST ARIZONA BILTMORE CIRCLE,SUITE 237,PHOENIX,AZ,85016,AZ,{334290}
1844505,"QT IMAGING HOLDINGS, INC.",operating,3845.0,Electromedical & Electrotherapeutic Apparatus,08 Industrial Applications and Services,0,1,"QTI,QTIWW","Nasdaq,OTC",861728920.0,,,,<br>Emerging growth company,1231.0,DE,DE,415-842-7250,,3 HAMILTON LANDING,SUITE 160,NOVATO,CA,94949,CA,3 HAMILTON LANDING,SUITE 160,NOVATO,CA,94949,CA,"{334517, 334510}"
1825079,"Velo3D, Inc.",operating,3559.0,"Special Industry Machinery, NEC",06 Technology,0,1,"VLDX,VLDXW","OTC,OTC",0.0,,,,<br>Emerging growth company,1231.0,DE,DE,(408) 610-3915,,2710 LAKEVIEW CT,,FREMONT,CA,94538,CA,2710 LAKEVIEW CT,,FREMONT,CA,94538,CA,"{333249, 333318, 332410, 333111, 333242}"
1893448,"Strong Global Entertainment, Inc.",operating,3861.0,Photographic Equipment & Supplies,08 Industrial Applications and Services,0,1,SGE,NYSE,0.0,,,,<br>Emerging growth company,,A1,"British Columbia, Canada",704-994-8279,,108 GATEWAY BLVD,SUITE 204,MOORESVILLE,NC,28117,NC,108 GATEWAY BLVD,SUITE 204,MOORESVILLE,NC,28117,NC,{333316}
1879726,Sidus Space Inc.,operating,4812.0,Radiotelephone Communications,06 Technology,0,1,SIDU,Nasdaq,460628183.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231.0,DE,DE,321-613-5620,,"150 N. SYKES CREEK PKWY,",SUITE 200,MERRITT ISLAND,FL,32953,FL,175 IMPERIAL BLVD.,,CAPE CANAVERAL,FL,32920,FL,"{517312, 517911}"
1677897,UPAY,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,UPYY,OTC,371793622.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,228.0,NV,NV,9728886052,,3010 LBJ FWY,SUITE 1200,DALLAS,TX,75234,TX,3010 LBJ FWY,SUITE 1200,DALLAS,TX,75234,TX,"{511210, 334614}"
1527352,"Nexalin Technology, Inc.",operating,3845.0,Electromedical & Electrotherapeutic Apparatus,08 Industrial Applications and Services,0,1,"NXL,NXLIW","Nasdaq,Nasdaq",275566468.0,,,,<br>Emerging growth company,1231.0,DE,DE,(832) 260-0222,,1776 YORKTOWN,SUITE 550,HOUSTON,TX,77056,TX,1776 YORKTOWN,SUITE 550,HOUSTON,TX,77056,TX,"{334517, 334510}"
1951222,SEALSQ Corp,other,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,0,LAES,Nasdaq,0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,D8,"Virgin Islands, British",212-336-2039,,"CRAIGMUIR CHAMBERS, ROAD TOWN",,TORTOLA,D8,VG 1110,"Virgin Islands, British",AVENUE LOUIS-CASAI 58,,COINTRIN,V8,1216,Switzerland,{334413}
1783407,Sound Group Inc.,other,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,0,SOGP,Nasdaq,0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,E9,Cayman Islands,65 62021360,,"60 ANSON ROAD, MAPLETREE ANSON,","#09-01/02,",SINGAPORE,U0,079914,Singapore,"60 ANSON ROAD, MAPLETREE ANSON,","#09-01/02,",SINGAPORE,U0,079914,Singapore,"{518210, 541511}"
1022505,"SideChannel, Inc.",operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,SDCH,OTC,860837077.0,,,,Non-accelerated filer<br>Smaller reporting company,930.0,DE,DE,512-649-7700,,146 MAIN STREET,SUITE 405,WORCESTER,MA,01608,MA,146 MAIN STREET,SUITE 405,WORCESTER,MA,01608,MA,{518210}
1393781,Quality Industrial Corp.,operating,3590.0,Misc Industrial & Commercial Machinery & Equipment,06 Technology,0,1,QIND,OTC,352675388.0,,,,<br>Emerging growth company,1231.0,NV,NV,800-706-0806,,315 MONTGOMERY STREET,,SAN FRANCISCO,CA,94104,CA,315 MONTGOMERY STREET,,SAN FRANCISCO,CA,94104,CA,"{332710, 336390, 333318, 332999, 332813, 333999}"
1419793,"ORIGINCLEAR, INC.",operating,3559.0,"Special Industry Machinery, NEC",06 Technology,0,0,OCLN,OTC,260287664.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,(727) 440-4603,,"13575 58TH STREET NORTH, SUITE 200",,CLEARWATER,FL,33760,FL,"13575 58TH STREET NORTH, SUITE 200",,CLEARWATER,FL,33760,FL,"{333249, 333318, 332410, 333111, 333242}"
1467761,"MINIM, INC.",operating,3661.0,Telephone & Telegraph Apparatus,04 Manufacturing,0,1,MINM,OTC,42621506.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,833-966-4646,,848 ELM STREET,,MANCHESTER,NH,03101,NH,848 ELM STREET,,MANCHESTER,NH,03101,NH,"{334210, 334418}"
1584754,"Akoustis Technologies, Inc.",operating,3661.0,Telephone & Telegraph Apparatus,04 Manufacturing,0,1,AKTS,Nasdaq,331229046.0,,,,Non-accelerated filer<br>Smaller reporting company,630.0,DE,DE,7026054086,,"9805 NORTHCROSS CENTER COURT, SUITE A",,HUNTERSVILLE,NC,28078,NC,"9805 NORTHCROSS CENTER COURT, SUITE A",,HUNTERSVILLE,NC,28078,NC,"{334210, 334418}"
1413891,"HIGH WIRE NETWORKS, INC.",operating,4813.0,Telephone Communications (No Radiotelephone),06 Technology,0,1,HWNI,OTC,260592672.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,952.974.4000,,30 N LINCOLN ST.,,BATAVIA,IL,60510,IL,30 N LINCOLN ST.,,BATAVIA,IL,60510,IL,"{517911, 517311}"
1333822,SemiLEDs Corp,operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,1,1,LEDS,Nasdaq,202735523.0,,,,Non-accelerated filer<br>Smaller reporting company,831.0,,,886-37-586788,,"3F, NO. 11 KE JUNG RD., CHU-NAN SITE","HSINCHU SCIENCE PARK, MIAO-LI COUNTY",CHU-NAN,F5,350,"Taiwan, Province of China","3F, NO. 11 KE JUNG RD., CHU-NAN SITE","HSINCHU SCIENCE PARK, MIAO-LI COUNTY",CHU-NAN,F5,350,"Taiwan, Province of China",{334413}
1568385,"Bright Mountain Media, Inc.",operating,7371.0,Services-Computer Programming Services,06 Technology,0,1,BMTM,OTC,272977890.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,FL,FL,561-998-2440,,6400 CONGRESS AVE.,SUITE 2050,BOCA RATON,FL,33487,FL,6400 CONGRESS AVE.,SUITE 2050,BOCA RATON,FL,33487,FL,{541511}
1085921,MICROMEM TECHNOLOGIES INC,operating,7371.0,Services-Computer Programming Services,06 Technology,0,0,MMTIF,OTC,0.0,,,,Non-accelerated filer,1031.0,A6,"Ontario, Canada",416-364-6513,,121 RICHMOND ST W,SUITE 602,TORONTO,A6,M5H 2K1,"Ontario, Canada",121 RICHMOND ST W,SUITE 602,TORONTO,A6,M5H 2K1,"Ontario, Canada",{541511}
1518461,"AmpliTech Group, Inc.",operating,3669.0,"Communications Equipment, NEC",04 Manufacturing,0,1,"AMPG,AMPGW","Nasdaq,Nasdaq",274566352.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,631-521-7831,,155 PLANT AVENUE,,HAUPPAUGE,NY,11788,NY,155 PLANT AVENUE,,HAUPPAUGE,NY,11788,NY,{334290}
